id,availability,availability_date
24TWLH40,backorder,2026-04-29T00:00:00+00:00
24TWLH39,backorder,2026-04-29T00:00:00+00:00
24BSKS99,backorder,2026-04-29T00:00:00+00:00
24BSKS40,backorder,2026-04-29T00:00:00+00:00
24XCDZ41,backorder,2026-04-29T00:00:00+00:00
24Z6DZ41,backorder,2026-04-29T00:00:00+00:00
244BDZ41,backorder,2026-04-29T00:00:00+00:00
247DJU21,backorder,2026-04-29T00:00:00+00:00
24ZRJU21,backorder,2026-04-29T00:00:00+00:00
247DJU20,backorder,2026-04-29T00:00:00+00:00
24ZRJU20,backorder,2026-04-29T00:00:00+00:00
247DJU19,backorder,2026-04-29T00:00:00+00:00
24ZRJU19,backorder,2026-04-29T00:00:00+00:00
2497FJ99,backorder,2026-04-29T00:00:00+00:00
24KZFJ99,backorder,2026-04-29T00:00:00+00:00
2497FJ18,backorder,2026-04-29T00:00:00+00:00
24KZFJ18,backorder,2026-04-29T00:00:00+00:00
2497FJ41,backorder,2026-04-29T00:00:00+00:00
24KZFJ41,backorder,2026-04-29T00:00:00+00:00
2497FJ40,backorder,2026-04-29T00:00:00+00:00
24KZFJ40,backorder,2026-04-29T00:00:00+00:00
ITALIA 81,backorder,2026-04-29T00:00:00+00:00
ITALIA 82,backorder,2026-04-29T00:00:00+00:00
ITALIA 29,backorder,2026-04-29T00:00:00+00:00
ITALIA 20,backorder,2026-04-29T00:00:00+00:00
TOGO 51-OAK-WEL-SLATS,backorder,2026-04-29T00:00:00+00:00
TOGO 12-WEL-OAK,backorder,2026-04-29T00:00:00+00:00
SIENA 12,backorder,2026-04-29T00:00:00+00:00
241NGY41,backorder,2026-04-29T00:00:00+00:00
247JGY41,backorder,2026-04-29T00:00:00+00:00
2484GY41,backorder,2026-04-29T00:00:00+00:00
241NGY40,backorder,2026-04-29T00:00:00+00:00
247JGY40,backorder,2026-04-29T00:00:00+00:00
2484GY40,backorder,2026-04-29T00:00:00+00:00
2494DW99,backorder,2026-04-29T00:00:00+00:00
24JKDW99,backorder,2026-04-29T00:00:00+00:00
2498DW99,backorder,2026-04-29T00:00:00+00:00
2494DW41,backorder,2026-04-29T00:00:00+00:00
24JKDW41,backorder,2026-04-29T00:00:00+00:00
2498DW41,backorder,2026-04-29T00:00:00+00:00
2494DW40,backorder,2026-04-29T00:00:00+00:00
24JKDW40,backorder,2026-04-29T00:00:00+00:00
2498DW40,backorder,2026-04-29T00:00:00+00:00
24ABJC41,backorder,2026-04-29T00:00:00+00:00
24N0HK99,backorder,2026-04-29T00:00:00+00:00
24N0HK40,backorder,2026-04-29T00:00:00+00:00
24N0HK41,backorder,2026-04-29T00:00:00+00:00
24O1BM10,backorder,2026-04-29T00:00:00+00:00
24E0BM10,backorder,2026-04-29T00:00:00+00:00
2497BM10,backorder,2026-04-29T00:00:00+00:00
24ZRJU99,backorder,2026-04-29T00:00:00+00:00
247DJU99,backorder,2026-04-29T00:00:00+00:00
24ZRJU40,backorder,2026-04-29T00:00:00+00:00
247DJU40,backorder,2026-04-29T00:00:00+00:00
SARA-200-W,backorder,2026-04-29T00:00:00+00:00
SARA-200-OS,backorder,2026-04-29T00:00:00+00:00
SARA-200-OA,backorder,2026-04-29T00:00:00+00:00
SARA-180-W,backorder,2026-04-29T00:00:00+00:00
SARA-180-OS,backorder,2026-04-29T00:00:00+00:00
SARA-180-OA,backorder,2026-04-29T00:00:00+00:00
SARA-150-W,backorder,2026-04-29T00:00:00+00:00
SARA-150-OS,backorder,2026-04-29T00:00:00+00:00
SARA-150-OA,backorder,2026-04-29T00:00:00+00:00
SARA-130-W,backorder,2026-04-29T00:00:00+00:00
SARA-130-OS,backorder,2026-04-29T00:00:00+00:00
SARA-130-OA,backorder,2026-04-29T00:00:00+00:00
SKY-L103-CG,backorder,2026-04-29T00:00:00+00:00
SKY-L103-OR,backorder,2026-04-29T00:00:00+00:00
SKY-SSZ110-CG,backorder,2026-04-29T00:00:00+00:00
SKY-SSZ110-OR,backorder,2026-04-29T00:00:00+00:00
PRIMO-PSZ80,backorder,2026-04-29T00:00:00+00:00
PRIMO-PRTV160,backorder,2026-04-29T00:00:00+00:00
PRIMO-PRTV107,backorder,2026-04-29T00:00:00+00:00
NORDI-NSZ80-WG,backorder,2026-04-29T00:00:00+00:00
NORDI-NSZ80-OA,backorder,2026-04-29T00:00:00+00:00
NORDI-NRTV160-WG,backorder,2026-04-29T00:00:00+00:00
NORDI-NRTV160-OA,backorder,2026-04-29T00:00:00+00:00
NORDI-NRTV107-WG,backorder,2026-04-29T00:00:00+00:00
NORDI-NRTV107-OA,backorder,2026-04-29T00:00:00+00:00
NORDI-NL107-OA,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-1-150,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-2-150,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-3-150,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-4-150,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-1-175,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-2-175,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-3-175,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-4-175,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-1-20,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-2-20,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-3-20,backorder,2026-04-29T00:00:00+00:00
EFFECT EF-4-20,backorder,2026-04-29T00:00:00+00:00
28 PEW CS RTV,backorder,2026-04-29T00:00:00+00:00
28 PEW CS,backorder,2026-04-29T00:00:00+00:00
29 ANWT MD,backorder,2026-04-29T00:00:00+00:00
29 BTW GX,backorder,2026-04-29T00:00:00+00:00
20 DGW GM,backorder,2026-04-29T00:00:00+00:00
20 WS LY,backorder,2026-04-29T00:00:00+00:00
20 ZZ LY,backorder,2026-04-29T00:00:00+00:00
20 WZ LY,backorder,2026-04-29T00:00:00+00:00
20 DSZ LY,backorder,2026-04-29T00:00:00+00:00
23 WS MI,backorder,2026-04-29T00:00:00+00:00
23 WZ MI,backorder,2026-04-29T00:00:00+00:00
29 CW PN RTV,backorder,2026-04-29T00:00:00+00:00
20 PGS RB,backorder,2026-04-29T00:00:00+00:00
29 WRS QL,backorder,2026-04-29T00:00:00+00:00
28 PEW SK,backorder,2026-04-29T00:00:00+00:00
28 ANWT SK,backorder,2026-04-29T00:00:00+00:00
20 WTANW PM,backorder,2026-04-29T00:00:00+00:00
20 WS QU,backorder,2026-04-29T00:00:00+00:00
20 WZ QU,backorder,2026-04-29T00:00:00+00:00
20 WS IC,backorder,2026-04-29T00:00:00+00:00
20 WZ IC,backorder,2026-04-29T00:00:00+00:00
20 RVAJ CR,backorder,2026-04-29T00:00:00+00:00
23 ZW DU,backorder,2026-04-29T00:00:00+00:00
23 WS DU,backorder,2026-04-29T00:00:00+00:00
23 ZZ DU,backorder,2026-04-29T00:00:00+00:00
23 WW DU,backorder,2026-04-29T00:00:00+00:00
20 RVPG BA RTV,backorder,2026-04-29T00:00:00+00:00
24 DTW AL,backorder,2026-04-29T00:00:00+00:00
VISTA-01-OS/W,backorder,2026-04-29T00:00:00+00:00
VISTA-01-OS/OS,backorder,2026-04-29T00:00:00+00:00
VISTA-01-W/W,backorder,2026-04-29T00:00:00+00:00
VISTA-01-W/OS,backorder,2026-04-29T00:00:00+00:00
NEOMI-05-W/W,backorder,2026-04-29T00:00:00+00:00
NEOMI-01-OS/W,backorder,2026-04-29T00:00:00+00:00
NEOMI-01-OS/OS,backorder,2026-04-29T00:00:00+00:00
NEOMI-01-W/W,backorder,2026-04-29T00:00:00+00:00
NEOMI-01-W/OS,backorder,2026-04-29T00:00:00+00:00
MULTI31-W-233,backorder,2026-04-29T00:00:00+00:00
MULTI31-B-233,backorder,2026-04-29T00:00:00+00:00
MULTI31-OS-233,backorder,2026-04-29T00:00:00+00:00
MULTI31-W-203,backorder,2026-04-29T00:00:00+00:00
MULTI31-B-203,backorder,2026-04-29T00:00:00+00:00
MULTI31-OS-203,backorder,2026-04-29T00:00:00+00:00
MULTI31-W-183,backorder,2026-04-29T00:00:00+00:00
MULTI31-B-183,backorder,2026-04-29T00:00:00+00:00
MULTI31-OS-183,backorder,2026-04-29T00:00:00+00:00
MULTI36-W-233,backorder,2026-04-29T00:00:00+00:00
MULTI36-B-233,backorder,2026-04-29T00:00:00+00:00
MULTI36-OS-233,backorder,2026-04-29T00:00:00+00:00
MULTI35-W-183,backorder,2026-04-29T00:00:00+00:00
MULTI35-B-183,backorder,2026-04-29T00:00:00+00:00
MULTI35-OS-183,backorder,2026-04-29T00:00:00+00:00
MULTI35-W-233,backorder,2026-04-29T00:00:00+00:00
MULTI35-B-233,backorder,2026-04-29T00:00:00+00:00
MULTI35-OS-233,backorder,2026-04-29T00:00:00+00:00
MULTI32-W-233,backorder,2026-04-29T00:00:00+00:00
MULTI32-B-233,backorder,2026-04-29T00:00:00+00:00
MULTI32-OS-233,backorder,2026-04-29T00:00:00+00:00
MULTI32-W-203,backorder,2026-04-29T00:00:00+00:00
MULTI32-B-203,backorder,2026-04-29T00:00:00+00:00
MULTI32-OS-203,backorder,2026-04-29T00:00:00+00:00
MULTI32-W-183,backorder,2026-04-29T00:00:00+00:00
MULTI32-B-183,backorder,2026-04-29T00:00:00+00:00
MULTI32-OS-183,backorder,2026-04-29T00:00:00+00:00
BUNK-TED-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-TED-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GREY-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEWERYN-GREY-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-TOMI-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-WHITE-L-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-WHITE-L-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-WHITE-L-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GREY-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-VIKI-GREY-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-SEBUS-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GREY-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-NEMO-GREY-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-MONIKA-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-KONRAD-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-KONRAD-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-KONRAD-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-KLARA-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GREY-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNAS-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNAS-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-WHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GREY-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNA-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-IGNAS-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GREY-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GREY-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GRAPHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-GRAPHITE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-PINE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-PINE-R-FM,backorder,2026-04-29T00:00:00+00:00
BUNK-GABI-PINE-R-BM,backorder,2026-04-29T00:00:00+00:00
BUNK-DAVID-WHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-DAVID-GREY-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-DAVID-GRAPHITE-R-NM,backorder,2026-04-29T00:00:00+00:00
BUNK-DAVID-WHITE-R-FM,backorder,2026-04-29T00:00:00+00:00
